model,src,tgt,top1,mrr
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,macedonian,indonesian,0.707,0.7770313831247676
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,macedonian,japanese,0.707,0.780574304750494
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,macedonian,kannada,0.495,0.5742905033382971
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,macedonian,khmer,0.464,0.5611903356674586
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,macedonian,kurdish,0.284,0.3668997650810544
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,macedonian,kyrgyz,0.402,0.49449687892700345
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,macedonian,lingala,0.005,0.017036911865392027
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,macedonian,lithuanian,0.842,0.8851011612739026
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,macedonian,malayalam,0.578,0.6598398441898108
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,macedonian,moore,0.005,0.017270292222174126
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,macedonian,oromo,0.005,0.01521563197188224
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,macedonian,pashto,0.31,0.3993759215224741
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,macedonian,persian,0.692,0.7704570757711557
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,macedonian,portuguese,0.783,0.8388786938677311
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,macedonian,romanian,0.809,0.8575328773563841
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,macedonian,serbian,0.926,0.9467864260184389
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,macedonian,spanish,0.716,0.786283851949733
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,macedonian,tagalog,0.026,0.048076909491566865
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,macedonian,tajik,0.004,0.015059942038983368
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,macedonian,tamil,0.59,0.6779063759051189
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,macedonian,turkish,0.707,0.7755334675936457
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,macedonian,urdu,0.698,0.7678059052058367
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,macedonian,uyghur,0.519,0.6038143486686763
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,macedonian,uzbek,0.017,0.03552541492874632
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,macedonian,vietnamese,0.749,0.8139878392647056
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,macedonian,yoruba,0.008,0.026299889986395302
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,malayalam,albanian,0.559,0.6614096399263651
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,malayalam,asante,0.001,0.010274177234840304
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,malayalam,assamese,0.193,0.28434937849426306
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,malayalam,azeri,0.482,0.5743347476416468
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,malayalam,bosnian-mihanovich,0.533,0.6302258867209359
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,malayalam,bosnian-rwwad,0.535,0.6301803150259447
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,malayalam,chinese,0.428,0.5282382626981771
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,malayalam,croatian,0.53,0.6298054321599643
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,malayalam,dutch,0.501,0.5983643338277077
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,malayalam,english,0.542,0.6327478970257796
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,malayalam,french,0.435,0.5299314406322342
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,malayalam,german,0.498,0.5970129912242851
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,malayalam,gujarati,0.216,0.2867814336513385
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,malayalam,hausa,0.004,0.01705005198289813
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,malayalam,indonesian,0.552,0.6424546618027986
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,malayalam,japanese,0.455,0.556254703357384
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,malayalam,kannada,0.544,0.62099876533385
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,malayalam,khmer,0.4,0.49183440172553755
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,malayalam,kurdish,0.249,0.34521886604469787
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,malayalam,kyrgyz,0.242,0.3399924041760599
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,malayalam,lingala,0.002,0.013192059451025855
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,malayalam,lithuanian,0.455,0.5602512526399901
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,malayalam,macedonian,0.561,0.6536353391095003
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,malayalam,moore,0.005,0.017453928978295716
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,malayalam,oromo,0.005,0.014580199157641876
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,malayalam,pashto,0.277,0.3780474662191954
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,malayalam,persian,0.539,0.6320689501411156
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,malayalam,portuguese,0.515,0.6053715501744982
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,malayalam,romanian,0.503,0.5963269222254567
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,malayalam,serbian,0.555,0.640455611169213
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,malayalam,spanish,0.418,0.526274061020622
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,malayalam,tagalog,0.014,0.030434799642632265
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,malayalam,tajik,0.002,0.013861184552312335
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,malayalam,tamil,0.541,0.6332632617188864
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,malayalam,turkish,0.557,0.6475043842365907
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,malayalam,urdu,0.509,0.5984697074864755
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,malayalam,uyghur,0.293,0.3863455846533893
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,malayalam,uzbek,0.012,0.02992237069681455
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,malayalam,vietnamese,0.473,0.5755781391447888
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,malayalam,yoruba,0.009,0.023605130680129278
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,moore,albanian,0.004,0.01543491332262116
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,moore,asante,0.015,0.028872885298803434
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,moore,assamese,0.005,0.015483263361312186
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,moore,azeri,0.002,0.012031360818677629
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,moore,bosnian-mihanovich,0.005,0.016113979986959345
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,moore,bosnian-rwwad,0.005,0.016233814627130427
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,moore,chinese,0.003,0.012918244947871856
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,moore,croatian,0.004,0.014779557207641774
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,moore,dutch,0.005,0.01641891180160299
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,moore,english,0.005,0.013620405670054042
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,moore,french,0.005,0.015272330780374653
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,moore,german,0.008,0.020076316852544927
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,moore,gujarati,0.004,0.016241055478565747
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,moore,hausa,0.005,0.01887835916199056
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,moore,indonesian,0.008,0.018511567110117776
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,moore,japanese,0.004,0.012890706811321062
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,moore,kannada,0.003,0.013466368900040352
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,moore,khmer,0.002,0.013292840571740544
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,moore,kurdish,0.002,0.014342331731005771
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,moore,kyrgyz,0.004,0.0142900560911522
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,moore,lingala,0.004,0.013386529780510305
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,moore,lithuanian,0.009,0.01838900523509503
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,moore,macedonian,0.005,0.017005445854361985
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,moore,malayalam,0.002,0.013223720663613462
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,moore,oromo,0.01,0.024355767162031902
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,moore,pashto,0.002,0.014359712025836063
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,moore,persian,0.008,0.016180520616713715
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,moore,portuguese,0.009,0.021055387939084753
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,moore,romanian,0.006,0.01593165716721119
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,moore,serbian,0.003,0.014432286956649769
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,moore,spanish,0.006,0.016462454392628088
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,moore,tagalog,0.006,0.018189173064680347
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,moore,tajik,0.01,0.022082894428018248
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,moore,tamil,0.002,0.01402828828903657
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,moore,turkish,0.003,0.013641995356652845
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,moore,urdu,0.005,0.013493882596435322
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,moore,uyghur,0.004,0.01325986924172317
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,moore,uzbek,0.003,0.020396163635472087
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,moore,vietnamese,0.007,0.019081645375965947
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,moore,yoruba,0.006,0.021220213128553822
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,oromo,albanian,0.006,0.01707711106342147
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,oromo,asante,0.011,0.026586464947026833
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,oromo,assamese,0.005,0.014828030522899825
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,oromo,azeri,0.007,0.01541957692994139
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,oromo,bosnian-mihanovich,0.005,0.016358707881484528
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,oromo,bosnian-rwwad,0.003,0.01454226105687212
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,oromo,chinese,0.002,0.012048323806999248
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,oromo,croatian,0.001,0.013298325770145628
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,oromo,dutch,0.004,0.017085838174266583
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,oromo,english,0.003,0.013708483779686087
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,oromo,french,0.004,0.013934662634511522
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,oromo,german,0.008,0.019984686326442083
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,oromo,gujarati,0.004,0.015989987866999004
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,oromo,hausa,0.015,0.0362038603696971
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,oromo,indonesian,0.006,0.018125005444691675
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,oromo,japanese,0.003,0.012353509603331536
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,oromo,kannada,0.006,0.018045902833490557
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,oromo,khmer,0.001,0.009667131879614871
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,oromo,kurdish,0.004,0.013420803264926782
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,oromo,kyrgyz,0.002,0.012006940492351303
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,oromo,lingala,0.008,0.019134210787434065
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,oromo,lithuanian,0.002,0.012310955584149906
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,oromo,macedonian,0.002,0.013279705327717188
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,oromo,malayalam,0.002,0.012276735861492444
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,oromo,moore,0.011,0.024400330466245172
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,oromo,pashto,0.006,0.01691855461507716
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,oromo,persian,0.002,0.01328391410263708
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,oromo,portuguese,0.006,0.018985964674783314
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,oromo,romanian,0.002,0.01279729017425118
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,oromo,serbian,0.002,0.01255008427544249
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,oromo,spanish,0.002,0.013739374605693532
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,oromo,tagalog,0.009,0.025798010514245823
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,oromo,tajik,0.007,0.021342474625214075
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,oromo,tamil,0.003,0.01340639582779662
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,oromo,turkish,0.004,0.0134434503537327
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,oromo,urdu,0.004,0.013887568185618126
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,oromo,uyghur,0.004,0.013043453091135132
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,oromo,uzbek,0.001,0.014444467855634883
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,oromo,vietnamese,0.004,0.017288756013150497
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,oromo,yoruba,0.003,0.017212309845447575
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,pashto,albanian,0.334,0.4345072471023998
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,pashto,asante,0.005,0.017262161771364762
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,pashto,assamese,0.111,0.17751897327051444
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,pashto,azeri,0.303,0.3931485363819644
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,pashto,bosnian-mihanovich,0.27,0.37306021542942325
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,pashto,bosnian-rwwad,0.278,0.37544131569401784
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,pashto,chinese,0.214,0.30348901813513646
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,pashto,croatian,0.297,0.3918739365343137
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,pashto,dutch,0.291,0.38642618982949284
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,pashto,english,0.321,0.42131824291946757
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,pashto,french,0.251,0.3478822353691568
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,pashto,german,0.292,0.3836217353116327
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,pashto,gujarati,0.134,0.18081462808886367
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,pashto,hausa,0.003,0.01459641051856161
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,pashto,indonesian,0.354,0.4508915552816913
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,pashto,japanese,0.217,0.3094627587137528
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,pashto,kannada,0.207,0.28538966723177633
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,pashto,khmer,0.187,0.26301200629634147
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,pashto,kurdish,0.129,0.19915947597684727
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,pashto,kyrgyz,0.145,0.22161263964159092
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,pashto,lingala,0.005,0.01559719972889781
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,pashto,lithuanian,0.241,0.3450068055285263
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,pashto,macedonian,0.297,0.4048763576896563
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,pashto,malayalam,0.254,0.34935234734728965
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,pashto,moore,0.006,0.019510468459518236
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,pashto,oromo,0.005,0.014971647201659862
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,pashto,persian,0.387,0.47703323264983644
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,pashto,portuguese,0.312,0.40901134082067464
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,pashto,romanian,0.283,0.38115238066845575
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,pashto,serbian,0.289,0.394478244722095
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,pashto,spanish,0.272,0.36069740387899984
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,pashto,tagalog,0.014,0.030410109035455705
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,pashto,tajik,0.002,0.012615245453109023
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,pashto,tamil,0.234,0.3264817771109532
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,pashto,turkish,0.361,0.4553747565347904
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,pashto,urdu,0.374,0.46132676053565946
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,pashto,uyghur,0.152,0.23028198070047867
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,pashto,uzbek,0.007,0.02320070410020634
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,pashto,vietnamese,0.252,0.3523406247563373
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,pashto,yoruba,0.003,0.018193949472129413
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,persian,albanian,0.624,0.7028997672411179
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,persian,asante,0.006,0.018381717614914295
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,persian,assamese,0.186,0.2619974718695818
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,persian,azeri,0.593,0.6686583868095666
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,persian,bosnian-mihanovich,0.545,0.6321741474362674
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,persian,bosnian-rwwad,0.555,0.6362316337864883
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,persian,chinese,0.423,0.5024512389181041
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,persian,croatian,0.579,0.6575535273013609
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,persian,dutch,0.536,0.6282059468937404
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,persian,english,0.639,0.712652245045332
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,persian,french,0.508,0.5962586621649371
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,persian,german,0.522,0.6148122048431474
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,persian,gujarati,0.2,0.25131039137926725
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,persian,hausa,0.005,0.016991064722562628
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,persian,indonesian,0.661,0.7368671722391891
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,persian,japanese,0.545,0.6316808935594204
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,persian,kannada,0.376,0.4566181984924657
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,persian,khmer,0.312,0.3965201512156606
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,persian,kurdish,0.23,0.3077796284339902
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,persian,kyrgyz,0.275,0.3531408817139981
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,persian,lingala,0.006,0.015777230712196555
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,persian,lithuanian,0.541,0.6301631694118226
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,persian,macedonian,0.598,0.6695438123481932
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,persian,malayalam,0.413,0.5042793273302157
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,persian,moore,0.006,0.01658122992409686
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,persian,oromo,0.004,0.013752935676472898
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,persian,pashto,0.321,0.39892099325127617
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,persian,portuguese,0.536,0.6204947312547099
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,persian,romanian,0.561,0.648855614717309
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,persian,serbian,0.58,0.6592717906823684
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,persian,spanish,0.539,0.6249992844838753
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,persian,tagalog,0.013,0.03189498651087016
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,persian,tajik,0.004,0.01514558344047364
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,persian,tamil,0.466,0.55460719867202
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,persian,turkish,0.638,0.7017435212105654
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,persian,urdu,0.576,0.6488290008201829
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,persian,uyghur,0.291,0.3780037202275864
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,persian,uzbek,0.011,0.027141532573561986
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,persian,vietnamese,0.561,0.6514262354039718
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,persian,yoruba,0.005,0.021594796638716364
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,portuguese,albanian,0.772,0.8287019781615574
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,portuguese,asante,0.009,0.02368264685214512
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,portuguese,assamese,0.219,0.3061026920763379
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,portuguese,azeri,0.603,0.6858945897781195
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,portuguese,bosnian-mihanovich,0.798,0.8494748283292824
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,portuguese,bosnian-rwwad,0.804,0.8520225404465995
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,portuguese,chinese,0.605,0.6956319527670292
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,portuguese,croatian,0.806,0.8527561569271731
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,portuguese,dutch,0.858,0.8928622986583084
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,portuguese,english,0.88,0.9134267205720689
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,portuguese,french,0.781,0.8259778436172808
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,portuguese,german,0.854,0.8913079856561608
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,portuguese,gujarati,0.284,0.3566132058123561
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,portuguese,hausa,0.005,0.022127388008148452
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,portuguese,indonesian,0.681,0.7512710567874775
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,portuguese,japanese,0.717,0.788049752824432
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,portuguese,kannada,0.495,0.5846736353890024
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,portuguese,khmer,0.503,0.59697951571654
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,portuguese,kurdish,0.294,0.3765439105961841
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,portuguese,kyrgyz,0.369,0.46644899714043153
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,portuguese,lingala,0.004,0.01823223919980154
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,portuguese,lithuanian,0.79,0.8416334184432535
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,portuguese,macedonian,0.81,0.856374317452166
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,portuguese,malayalam,0.561,0.6576765669196739
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,portuguese,moore,0.011,0.024208486000425387
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,portuguese,oromo,0.006,0.019196410460928962
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,portuguese,pashto,0.333,0.42771803751095405
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,portuguese,persian,0.661,0.7461216739103702
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,portuguese,romanian,0.859,0.8934589898963329
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,portuguese,serbian,0.799,0.8465491799040892
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,portuguese,spanish,0.784,0.8400271680382664
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,portuguese,tagalog,0.024,0.050962605770647026
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,portuguese,tajik,0.006,0.016676413812183852
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,portuguese,tamil,0.585,0.6743960237110007
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,portuguese,turkish,0.701,0.7725862342037542
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,portuguese,urdu,0.692,0.7637323580729387
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,portuguese,uyghur,0.349,0.4351209787568002
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,portuguese,uzbek,0.012,0.032408867038378544
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,portuguese,vietnamese,0.792,0.8457897282886122
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,portuguese,yoruba,0.009,0.027146277987944643
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,romanian,albanian,0.768,0.831789192044677
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,romanian,asante,0.01,0.025684909999251368
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,romanian,assamese,0.19,0.27949008057021196
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,romanian,azeri,0.616,0.6928820329921691
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,romanian,bosnian-mihanovich,0.792,0.8394591226012983
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,romanian,bosnian-rwwad,0.777,0.8297148840446354
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,romanian,chinese,0.572,0.6656879293399948
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,romanian,croatian,0.783,0.8335962527744588
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,romanian,dutch,0.826,0.865172536873984
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,romanian,english,0.851,0.8923505421201371
